Plot	Plot_bexis	exploratory	habitat	Root_decomposition	Nmic	PNR_2014	PNR_2016	average_PNR	Ammonium_NH4_2014	Ammonium_NH4_2016	MinSoil_Ammonium_NH4_2017	average_NH4	Nitrate_NO3_2014	Nitrate_NO3_2016	MinSoil_Nitrate_NO3_2017	average_NO3	CN_ratio_MinSoil_2011	CN_ratio_MinSoil_2014	CN_ratio_MinSoil_2017	CN_ratio_MinSoil_2021	average_CN_MinSoil	amoA_AOA	amoA_AOB	nxrA_NB	X16S_NS	CN_ratio_OrgLay_2011	CN_ratio_OrgLay_2014	CN_ratio_OrgLay_2017	average_CN_OrgLay	forest_soilNitrateflxs	forest_soilAmmoniaflxs	OlsenPi_2014	NaHCO3_Pi	Pmic	OlsenPi_2021	Upper_MinSoil_CP_ratio	Upper_MinSoil_PS_ratio	OrgLay_orthophosphate	MinSoil_orthophosphate	P_loss	average_OlsenPi	Upper_MinSoil_CS_ratio	O_Horizon_CS_ratio_2014	O_Horizon_CS_ratio_2017	average_O_Horizon_CS_ratio	dung_removal	dung_depletion	hydrophobicity	Cmic	Glu	N_Ac	Xyl	soilCflxs	Organic_layer_thickness	OC_stock_MinSoil_2011	OC_stock_MinSoil_2014	OC_stock_MinSoil_2017	OC_stock_MinSoil_2021	average_OC_stock_MinSoil	Pho_2011	Pho_2014	average_Pho	seed_depletion	Fine_Roots_Biomass	Coarse_Roots_Biomass	Root_Biomass	Browsing_perc_overall	Browsing_perc_broadleaf	Browsing_perc_conifers	Beech_herbivory_canopy_overall	Beech_herbivory_understory_overall	Beech_herbivory_canopy_mining	Beech_herbivory_understory_mining	Beech_herbivory_canopy_chewing	Beech_herbivory_understory_chewing	Beech_herbivory_canopy_sucking	Beech_herbivory_understory_sucking	Beech_herbivory_canopy_galls	Beech_herbivory_understory_galls	Cryptococcus_infestation	chewing_damage	scraping_sucking_damage	mining_damage	gall_damage	total_damaged_area	Fine_Roots_Carbon	Fine_Roots_Nitrogen	Fine_roots_CN_ratio	Soil_respiration_2011	Soil_respiration_2017	Annual_Leaching_P	Annual_Leaching_NH4	Annual_Leaching_NO3	Soil_respiration_2018	Soil_respiration_2019	average_Soil_respiration	Methane_oxidation	Total_litter_C_2015	Total_litter_C_2016	Total_litter_C_2017	Total_litter_C_2018	Total_litter_N_2015	Total_litter_N_2016	Total_litter_N_2017	Total_litter_N_2018	average_Total_litter_C	average_Total_litter_N	caterpillars_predation	OrgLay_waterholding	MinSoil_waterholding	MinSoil_Bulk_density_2011	Barkbeetle_antagonist_ratio
HEW45	HEW45	HAI	forest	2.3	112.472090996292	309.187	309.1873823	309.18719115	0.189	0.188779847	74.71	0.316154153315451	0.024	0.023563483	154.92	0.829102665609589	12.5	13.01	13.39	12.56	12.9866666666667	24200000	8200000	114000	87800000	34.49	26.42	30.12	30.3433333333333	0.139607482375121	-0.420467188130448	6.08	12.6106101908157	20.62	4.75	89.1	1	0.16	0.06	43.708605341975	5.415	93.5	307.183333333333	334.36	320.771666666667	0.0537644505699268	0.24	0.13	739.458120989518	1605.78081076249	540.18	209.45	0.778747537316556	3.38461538461538	59.52	53.59	69.36	55.19	59.415	2893.29823731257	2207.08	2550.18911865629	0.68	4.411	6.428	10.839	NA	NA	NA	70.8	NA	5.6	NA	61.2	NA	8.2	NA	5	NA	1	0.51638185129257	0.398941163946382	0.190587409069049	0.0377580627086071	0.635958113236545	434.991040315231	11.537018655845	50.7	53.9567	1.76660766294603	0	3.21	21.09	2.15	2.32	0.972528414623585	0.159254513	473.675	490.216666666667	482.723333333333	481.535	11.295	10.27	9.11333333333333	12.64	482.0375	10.8295833333333	0.3	0.26	0.64	0.74	0.017941773865944
HEW46	HEW46	HAI	forest	9.6	41.9103540199703	32.618	32.61793501	32.617967505	1.012	1.012098814	180.34	0.840936434526028	0.019	0.019138134	344.69	1.19317095680297	12.71	12.6	12.81	13.07	12.8266666666667	3840000	3920000	517000	1.1e+07	34.32	28.08	27.3233333333333	29.9077777777778	-0.461159766138831	-0.654709433532932	4.05	8.44582043343653	9.89	3.53	116.3	0.9	0.26	0.04	44.394607485627	3.79	104.7	319.005	324.206666666667	321.605833333333	0.627296056535665	0.638	0.21	373.397613226667	476.651829887282	383.973152292278	123.839854039236	-0.353333093793943	2.85714285714286	37.9	38.1	46.55	40.96	40.8775	5163.36386233651	6387.19	5775.27693116826	1	2.174	3.686	5.86	0	0	NA	70.4	64.5227272727273	9.6	1.25	44.4	52.3598484848485	3	2.125	14.6	12.6679292929293	1	0.395983058865139	0.135657728767744	0.063094361102334	0.120133795919991	0.42670430227627	466.422561302268	12.4875570830105	22.949	40.51243	2.19953089469868	0	3.94	26.353	2.43	2.08	0.965536532290711	0.6814067705	477.17	493.826666666667	483.053333333333	477.33	10.575	15.3533333333333	10.31	11.11	482.845	11.8370833333333	0.94	0.42	0.72	0.82	0.030006978367062
HEW47	HEW47	HAI	forest	11	10.8722215300548	53.157	53.15690679	53.156953395	2.045	2.045096282	77.53	0.586840085897005	0.022	0.02231166	67.22	0.594203666970777	13.36	12.63	13.22	12.65	12.8333333333333	1140000	4100000	482000	44800000	33.31	24.6766666666667	25.1166666666667	27.7011111111111	-0.195640097224167	-0.678666026812732	7.12	12.2848297213622	16.32	3.73	103.4	1.2	0.33	0.04	44.6515088500484	5.425	121.6	281.076666666667	308.393333333333	294.735	0.101610450745965	0.156	0.16	253.989318957772	391.86	556.352707567348	120.330635577291	-0.247845300527822	2.07142857142857	33.14	32.15	33.95	35.63	33.7175	4151.36419187039	4872.78	4512.07209593519	1	3.41	3.554	6.964	9.09	9.09	NA	80.8	75.2254273504274	12	0.5	40.4	56.0831807081807	4.6	9.27648046398046	31.4	18.3814865689866	1	0.426135520613581	0.164355608739823	0.110692059090625	0.244449731504167	0.44639029989955	430.78853789868	12.3554376712614	37.035	43.27991	1.94587221433868	0.268	3.08	10.255	2.92	2.56	1.06023375562371	0.5508827405	474.355	495.54	483.303333333333	478.75	9.435	14.5666666666667	9.35666666666667	11.295	482.987083333333	11.1633333333333	0.63	0.38	0.79	0.94	0.017397964766386
HEW48	HEW48	HAI	forest	12.1	32.9606602917419	23.032	23.03166034	23.03183017	2.618	2.617984951	87.37	0.70518915333456	0.014	0.014140442	236.19	0.837493351667489	13.22	13.37	14.97	13.48	13.94	356000	3050000	131000	10400000	30.495	23.18	25.14	26.2716666666667	-0.468913428023915	-0.69610110303303	5.86	16.7073684210526	13.5	4.67	93.1	1.3	0.3	0.06	44.1727529178276	5.265	123.8	234.843333333333	288.036666666667	261.44	0.6329849243576	0.23	0.18	252.934493501259	331.536790274013	345.939149299531	94.9228132455646	-0.583838908884899	2.92857142857143	27.12	27.61	37.01	29.04	30.195	3201.62228531884	4484.15	3842.88614265942	0.984	0.974	3.562	4.536	5.26	5.26	NA	61.2	72.5	15.6	0	22.8	51.6666666666667	2.2	17.9166666666667	17.8	3.33333333333333	1	0.261486427842214	0.275905292634826	0.0943768536392158	0.395584956074808	0.285167605652235	460.998418609819	14.5989385941785	46.106	22.7437	2.21176236074402	0	3.163	15.73	1.99	1.99	0.820898450678684	0.4477339455	474.5	496.36	483.83	478.705	7.685	12.9466666666667	11.4033333333333	10.825	483.34875	10.715	0.78	0.33	0.69	0.88	0.01056338028169
HEW49	HEW49	HAI	forest	4.2	31.7469696537671	71.503	71.50342016	71.50321008	4.536	4.535652724	70.55	0.908394007777191	0.01	0.01032757	69.19	0.36523911216007	14.83	15.11	14.99	14.25	14.7833333333333	12900000	24600000	1050000	15700000	29.405	27.04	24.8033333333333	27.0827777777778	-0.420008739115865	-0.371983606492759	6.3	11.4633890114508	11.11	3.6	121.5	1.2	0.36	0.04	44.9817498224358	4.95	142.8	345.86	299.736666666667	322.798333333333	0.881024299331653	0.326	0.31	243.31506921273	214.153311689801	203.33	93.47	-0.796673637555618	1.78571428571429	24.11	25.59	30.28	25.61	26.3975	2979.77609378878	3797.18	3388.47804689439	0.824	3.38	2.84	6.22	9.09	9.09	NA	78	41.7440476190476	13.2	1	64	26.0297619047619	4.2	5.58333333333333	7.2	5.83630952380952	1	0.347822662139571	0.291299939795586	0.0577328692999294	0.203208631580583	0.402123788963532	445.46729749146	13.3220350643042	28.016	34.43112	2.68743528078746	0.288	12.08	5.288	2.75	1.93	1.0145493898517	0.9996865785	487.24	495.86	483.17	478.375	8.655	13.9866666666667	9.31	10.4	486.16125	10.5879166666667	0.568	0.35	0.79	NA	0.02277145237434
HEW50	HEW50	HAI	forest	8.3	62.7372565843577	141.93	141.930127	141.9300635	0.391	0.391093678	135.91	0.581739906286511	0.017	0.016625285	153.39	0.690063743807491	11.92	12.77	12.03	12.09	12.2966666666667	5060000	1760000	739000	8e+07	34.065	24.6866666666667	24.7133333333333	27.8216666666667	0.0831850442154078	-0.663645623089683	4.7	0.389243486449723	17.82	4.27	95.4	1.1	0.15	0.04	43.896572635909	4.485	107.5	254.656666666667	295.716666666667	275.186666666667	0.917441370328506	0.14	0.18	439.669581060019	585.718965626607	427.613103967444	115.701872720818	-0.27796850230603	1.28571428571429	34.29	46.97	42.94	43.98	42.045	4259.08068623849	3615.43	3937.25534311924	1	3.36	6.278	9.638	35.23	35.23	NA	88.8	90	10.4	2	35.2	30	2.8	35.1666666666667	40.4	16.6666666666667	1	0.341157592121788	0.170727756242585	0.0829252396149208	0.0689289317305636	0.38988184603376	452.011736306229	12.7225354573777	31.416	48.44177	2.26977994354913	0	10.8	116.7	2.42	2.56	1.06345269342072	0.5103766665	472.63	487.9	476.926666666667	467.485	7.89	13.7066666666667	9.36	9.465	476.235416666667	10.1054166666667	0.78	0.37	0.77	0.99	0.021967526265521
HEW51	HEW51	HAI	forest	NA	NA	NA	NA	NA	NA	NA	58.71	0.682979934846074	NA	NA	91.7	0.654783366072258	NA	NA	17.55	16.79	17.17	NA	NA	NA	NA	NA	NA	34.1233333333333	34.1233333333333	NA	NA	NA	NA	NA	7.94	NA	NA	0.09	0.06	NA	7.94	NA	NA	NA	NA	NA	0.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.28	61.38	64.33	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.290601406758843	0.261503494313115	0.189633328521986	0.00305178292586955	0.349109676081639	NA	NA	NA	NA	4.08700179387539	0	2.615	1.925	1.86	3.05	1.37846474167413	0.0688293895	NA	NA	492.216666666667	491.91	NA	NA	8.45666666666667	8.28	492.063333333333	8.36833333333333	0.24	0.54	0.77	NA	NA
SEW01	SEW1	SCH	forest	NA	6.64132055464775	NA	NA	NA	0.091	0.092259002	9.14	0.0481778378145809	0.003	0.003092779	79.32	0.248867158424915	23.22	20	22.18	20.85	21.01	7110000	308000	176000	NA	30.5	29.3033333333333	29.11	29.6377777777778	-0.55034260532619	-0.657960685478048	35.5	32.0545962154896	19.14	34.72	66.3	2.3	0.17	0.18	29.7046793261994	35.11	154.3	290.503333333333	305.76	298.131666666667	1.17464032507729	0.798	0.52	83.2702169714018	117.4	172.733207507495	155.035851370329	-0.650835320419254	13.7142857142857	18.75	21.22	23.28	26.74	22.4975	1260.00881549995	1722.33	1491.16940774998	0.984	0.266	0.656	0.922	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.172936673062784	0.250010731204664	0.133609784158658	0	0.269243846365717	412.533431381863	11.5546003526479	49.54	22.5903	0.823775062689001	0	3.34	4.82	1.4	1.41	0.524636967073261	0.288654726	NA	NA	502.303333333333	489.22	NA	NA	7.37666666666667	7.04	495.761666666667	7.20833333333333	0.82	0.44	0.94	1.21	0.12521343198634
SEW02	SEW2	SCH	forest	NA	4.3750212461771	NA	NA	NA	0.159	0.165697641	29.76	0.137652818226123	0.022	0.011692731	107.44	0.50784845364559	17.08	18.01	16.98	17.01	17.3333333333333	75300000	19900000	20100	381000	43.4	28.5866666666667	26.5033333333333	32.83	-0.548572474200093	0.176546326937571	21.66	18.6280071436075	4.88	17.24	102.7	1.4	0.09	0.12	33.829548987877	19.45	142.7	305.22	271.11	288.165	0.530026803080058	0.548	0.35	60.6272512732475	130.736436532442	201.640470438941	90.9324764574396	-0.856434583264346	14.2857142857143	20.64	23.77	25.01	19.17	22.1475	1090.32916593167	2338.12	1714.22458296583	1	1.086	5.316	6.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.216604653317735	0.381007430079578	0.193429266295925	0.211136201895341	0.263599977338201	454.065828087254	12.2986553460246	45.54	21.832055	0.951248636995832	0.54	7.13	11.103	1.75	1.53	0.590470684789604	0.069896969	NA	NA	501.87	501.06	NA	NA	9.00333333333333	9.585	501.465	9.29416666666667	0.74	0.42	0.92	1.16	0.224882629107981
SEW03	SEW3	SCH	forest	17.6	6.75439326250769	9.885	7.247517898	8.566258949	NA	0.046873713	39.6	0.460671187530311	0.008	0.002640054	74.94	0.242412077877331	19.86	19.6	20.76	20.39	20.25	13000000	140000	277000	NA	32.2766666666667	28.7366666666667	29.0766666666667	30.03	-0.549548366127008	-0.603564008197487	54.72	14.1596595037891	6.63	43.33	65.8	2.2	0.12	0.21	19.834016253765	49.025	144	300.54	261.84	281.19	0.867631374066041	0.322	0.2	105.395654997333	148.174426389239	103.053547390887	127.935827514243	-0.802972570805528	17.7142857142857	20.66	23.09	21.41	20.53	21.4225	1295.83706405958	1505.84	1400.83853202979	0.92	0.856	1.456	2.312	100	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.140243807600657	0.22069452794459	0.0553471401308579	NA	0.165431940288308	471.2756960406	13.4680269958047	33.6	NA	0.538747424804633	0	5.87	3.233	1.16	1.54	0.494110715432864	0.197526844	NA	NA	504.37	500.755	NA	NA	7.33	9.705	502.5625	8.5175	0.9	0.42	0.98	1.22	0.202677746999077
SEW04	SEW4	SCH	forest	17.8	12.8970862431267	8.988	6.923945813	7.9559729065	0.275	0.274855279	60.64	0.273630730882283	0.013	0.003352523	72.92	0.261554061041224	20.77	19.33	19.94	20.66	19.9766666666667	19800000	557000	37200	287000	35.0866666666667	26.3866666666667	26.3433333333333	29.2722222222222	-0.549177196917094	-0.534954986887839	17.62	21.624895572264	5.29	14.07	110.8	1.3	0.09	0.12	36.3533607914333	15.845	146.1	281.526666666667	257.04	269.283333333333	0.95405685797263	0.592	0.27	128.859706995885	183.05	122.45489280068	135.341012318917	-0.73585480850128	20.2142857142857	24.75	21.27	24.81	20.16	22.7475	1701.9047379597	1715.87	1708.88736897985	0.824	0.356	NA	0.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.193701676760487	0.240547598100845	0.0867139649904628	0.00345870509908451	0.259075557263031	509.049870670959	15.4098314163213	42.14	20.92078	0.779729406845403	0.295	6.55	21.708	0.95	2.04	0.528576068486644	0.731009517	NA	NA	498.163333333333	497.05	NA	NA	8.60333333333333	9.905	497.606666666667	9.25416666666667	0.836	0.52	0.92	1.08	0.081127535235476
SEW05	SEW5	SCH	forest	16.4	12.7766485759361	9.313	6.867556869	8.0902784345	2.978	3.056434902	84.97	0.746265364609178	0.005	0.001075549	86.37	0.23575058340774	19.38	19.02	19.23	18.36	18.87	16900000	394000	6980	NA	35.0633333333333	28.2333333333333	24.82	29.3722222222222	-0.551671737102881	-0.564073655624357	23.7	61.6659759635309	18.08	18.91	139.5	1.2	0.15	0.05	37.7434754334082	21.305	163.3	332.436666666667	271.733333333333	302.085	1.01693289480504	0.454	0.34	181.216737532839	173.176955201548	269.260859166105	84.4646840825391	-0.790176200045923	15.5714285714286	25.11	17.3	25.4	21.77	22.395	1590.24256586003	1335.1	1462.67128293001	0.336	2.346	3.096	5.442	NA	NA	NA	67.2	75	7.6	0	29.6	75	3.2	4.16666666666667	21.2	0	1	0.513828256466002	0.21291249694049	0.167129278589005	0.0918676981075549	0.536110776088522	495.821078360982	15.7075113115867	45.62	NA	1.57132759752796	0.77	3.94	5.865	1.17	1.51	0.65146151323817	0.679843417	NA	NA	482.71	483.52	NA	NA	9.8	10.84	483.115	10.32	0.408	0.46	0.87	1.2	0.056068601583113
SEW06	SEW6	SCH	forest	16.4	10.6394249497847	2.226	1.841798854	2.033899427	2.028	2.028459294	54.48	0.495079834894667	0.054	0.009019691	47.75	0.395032520727151	17.4	16.31	16.59	16.73	16.5433333333333	14100000	2440000	53000	105000	36.37	24.2633333333333	21.4766666666667	27.37	-0.550484152906243	-0.571241620439028	17.38	16.2523039115298	27.62	14.99	74.2	1.9	0.32	0.11	39.9997854541632	16.185	141.2	325.47	248.143333333333	286.806666666667	0.917986496686535	0.602	0.23	129.818574113774	114.525397906633	297.307431587626	136.27762001925	-0.601735612510561	14.5	25.93	21.88	27.93	25.98	25.43	1733.45408266216	2040.38	1886.91704133108	1	1.756	0.486	2.242	0	0	NA	74.4	85	5.2	0	54.4	66.25	18.4	29.1666666666667	2.8	0	1	0.283725430774677	0.12222557828815	0.152441644853849	0	0.331839701522571	500.320190081153	13.3866384207006	46.64	26.0893	1.18540223822338	0	4.345	4.915	1.94	2.47	0.764760005926743	0.648851039	NA	NA	477.263333333333	474.615	NA	NA	8.61333333333333	9.59	475.939166666667	9.10166666666667	0.9	0.4	0.88	1.14	0.017137096774194
SEW07	SEW7	SCH	forest	15.8	8.97245172810113	3.904	3.500310707	3.7021553535	2.499	2.499036597	105.44	0.758604976004126	0.056	0.007946866	74.18	0.444237491643416	16.29	14.95	15.65	16.21	15.6033333333333	40300000	715000	417000	731000	36.4433333333333	26.48	24.35	29.0911111111111	-0.542699036003369	-0.338567961501292	31.99	52.3637861777732	3.75	29.63	71.4	2	0.16	0.13	22.59549489015	30.81	139.5	352.976666666667	259.906666666667	306.441666666667	1.34280654776212	0.874	0.24	121.939400626312	94.1333709433554	274.402456203237	41.8507059306299	-0.991741929044783	19.2142857142857	18.71	20.76	24.22	14	19.4225	1648.64477053845	1332.07	1490.35738526923	1	2.026	2.566	4.592	0	0	NA	75.6	80.7440476190476	2.8	0	66	67.8273809523809	7	20.625	7.6	0	2	0.479702650877467	0.132514505338013	0.0911340581291144	0.0173229287988739	0.477582871414412	460.528108419206	16.8050062249599	46.84	20.41623	1.97631766777879	0	6.01	3.293	1.95	2.36	0.818876337744799	0.4512290405	NA	NA	480.18	468.915	NA	NA	10.6866666666667	11.21	474.5475	10.9483333333333	0.925	0.43	0.84	1.17	0.052713178294574
SEW08	SEW8	SCH	forest	15.8	11.4356890390583	2.511	2.149023356	2.330011678	15.15	5.050048085	70.02	2.39178876059669	0.087	0.009720036	113.38	0.640689741160091	16.54	16.05	16.15	15.97	16.0566666666667	101000000	2730000	763000	NA	38.16	30.33	23.0633333333333	30.5177777777778	-0.545726581465598	0.257637493872765	14.61	18.2219906201146	8.92	13.47	130.8	1	0.2	0.09	29.5870182012613	14.04	131.7	387.626666666667	225.586666666667	306.606666666667	1.02447976942859	0.542	0.31	148.030569781874	190.540615126563	325.666060367077	99.8221621420646	-0.667209154522061	12.0714285714286	27.31	23.93	24.19	25.27	25.175	1517.7834144982	1679.24	1598.5117072491	0.36	2.646	4.646	7.292	NA	NA	NA	70.4	80	6	0	52.4	80	4.4	0	11.6	0	1	0.557650741068724	0.155624087015359	0.040946084329914	0.0156674568916855	0.511685892183451	489.511568472701	16.4350248145558	48.5	NA	1.23058231153167	0.51	8.22	9.01	1.18	2.24	0.70833567138026	0.721653427	NA	NA	476.88	476.765	NA	NA	9.46666666666667	12.025	476.8225	10.7458333333333	0.76	0.45	0.83	1.03	0.032160423760878
SEW09	SEW9	SCH	forest	14.5	11.8067695327112	2.368	1.977894991	2.1729474955	NA	0.025663626	46.69	0.54314994307551	NA	NA	29.34	0.209502115164232	19.19	18.57	18.57	18.16	18.4333333333333	9450000	29500	17900	NA	37.8966666666667	27.16	24.3033333333333	29.7866666666667	-0.551585864904316	-0.638362861253323	19.16	19.3850964043773	16.38	19.83	102.2	1.6	0.24	0.11	32.2070413027385	19.495	159.8	309.526666666667	256.79	283.158333333333	1.25883199481505	0.438	0.22	124.689772772532	207.503035355001	171.178874440426	44.4032881909528	-1.01677653884297	17.7857142857143	20.11	20.49	16.87	23.39	20.215	1131.43461249965	940.95	1036.19230624982	0.224	3.556	1.626	5.182	NA	NA	NA	58.8	NA	6.8	NA	40.8	NA	3.2	NA	8.4	NA	1	0.544678355032547	0.630229370510951	0.0138463121161537	0.0107627133566614	0.467498379589477	515.359693899036	11.0099559693377	55.5	25.96617	0.923957854990925	0	8.287	4.413	0.88	2.45	0.606584333204854	0.900972197	NA	NA	482.526666666667	490.04	NA	NA	9.41333333333333	9.62	486.283333333333	9.51666666666667	0.486	0.43	0.96	1.13	0.074450084602369
SEW10	SEW10	SCH	forest	12.1	10.3404349731606	18.681	14.46395618	16.57247809	0.143	0.143114564	75.83	0.314059391912892	0.064	0.005802613	150.63	0.60820590329135	17.95	17.15	19.07	17.54	17.92	45100000	941000	377000	116000	51.2833333333333	32.82	30.28	38.1277777777778	-0.547849795166381	-0.290787867126581	22.08	NA	5.23	16.62	69.2	2	0.21	0.14	36.0349095670405	19.35	140.7	358.856666666667	302.293333333333	330.575	1.20021534905463	1	0.4	108.236640447023	91.5333463178347	112.155377867188	33.6371120907693	-1.18238896799487	14.5	18.39	16.92	23.46	13.4	18.0425	880.595227895085	1655.03	1267.81261394754	0.792	1.356	3.596	4.952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.136999675660239	0.151995217661722	0.112432114653337	0	0.203097892303334	477.68892717696	9.45567567775775	58.55	22.90431	1.00902753045064	0.24	4.813	11.635	1.95	2.38	0.72031838314834	0.359799767	501.665	511.23	506.24	503.77	8.44	9.245	8.65666666666667	7.41	505.72625	8.43791666666667	0.566	0.35	0.9	1.19	0.636165577342048
SEW11	SEW11	SCH	forest	12.7	16.3577753893822	3.889	2.82883411	3.358917055	1.644	1.644121808	15.54	0.290340510187365	0.003	0.000280112	50.99	0.133207578242439	23.84	20.46	20.99	22.45	21.3	22400000	414000	372000	NA	53.7133333333333	31.2433333333333	29.1966666666667	38.0511111111111	-0.54880130945451	-0.511597308440035	19.36	NA	NA	17.72	102.1	1.9	0.22	0.11	34.8254575515028	18.54	193.4	333.85	276.046666666667	304.948333333333	1.07371136922	1	1.14	246.018885818182	234.774440174075	283.701787752025	186.824210400702	-0.3545481288264	13.6428571428571	31.49	16.33	16.08	32.19	24.0225	1327.35322605409	1536.8	1432.07661302704	0.952	1.116	3.376	4.492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.125751112016139	0.182793424910798	0.0501627147830333	0.331805764946704	0.183752679615703	470.793785166782	8.6269986338086	67.36	33.41647	0.799563835096848	0	3.118	1.25	1.36	1.68	0.598411102923099	1.12227008	502.9	511.12	507.69	NA	7.67	8.755	8.09	NA	507.236666666667	8.17166666666667	0.56	0.44	1	1.04	0.15592203898051
SEW12	SEW12	SCH	forest	18.5	7.90566661569163	16.715	13.05627115	14.885635575	0.13	0.133142569	28.88	0.130181832677464	NA	NA	50.2	0.358452835079906	26.31	25.4	25.24	25.6	25.4133333333333	1570000	349000	25400	NA	61.9966666666667	37.9766666666667	34.55	44.8411111111111	-0.551526886745961	-0.710237394385039	44.98	NA	2.82	32.06	108.9	2.1	0.1	0.15	29.9013072809914	38.52	229.1	360.863333333333	327.41	344.136666666667	1.71089209299996	1	0.25	122.848335330265	97.6725232423598	129.793887422731	66.7373387389812	-1.03689537174932	19.2142857142857	20.87	20.08	22.62	24.23	21.95	636.648745825218	1221.6	929.124372912609	0.496	1.766	1.936	3.702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.267198269995895	0.265224573920286	0.117068963029836	0	0.330406970605954	466.788401001615	8.0493212900592	88.95	22.851035	1.14745861445411	0	4.76	1.295	1.87	1.85	0.667842528184326	0.951156079	500.245	508.58	510.17	498.205	6.355	7.325	7.98	8.92	504.3	7.645	0.668	0.4	0.9	1.15	0.547226386806597
SEW13	SEW13	SCH	forest	15.5	5.90011638020121	10.703	7.761477445	9.2322387225	0.153	0.142435107	32.84	0.148756433645049	0.075	0.005019209	99.14	0.498030655382578	20.55	19.83	21.15	20.4	20.46	18400000	15400000	1060000	2250000	45.7066666666667	33.9433333333333	32.3333333333333	37.3277777777778	-0.525697598888206	-0.407157969641671	23.48	49.1708723864456	5.91	28.85	172.7	1	0.08	0.04	35.6886489620065	26.165	166.3	321.73	302.2	311.965	0.899991168523882	0.406	0.27	108.888434871795	100.246601910337	166.794530341599	164.037819161849	-0.632689392501078	17.5	26.72	24.8	26.44	34.43	28.0975	1437.80081220048	1982.28	1710.04040610024	0.696	0.636	2.066	2.702	42.86	42.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314965064588627	0.194975320245081	0.346429296339427	0	0.503719202806656	491.590003103092	11.2467761479355	53.92	22.78155	0.803862669949163	0.57	4.83	5.27	1.99	1.63	0.617220460375391	0.152136924	498.56	496.383333333333	499.766666666667	501.955	7.355	7.47	8.39	9.11	499.16625	8.08125	0.76	0.4	0.9	1.08	0.33993399339934
SEW14	SEW14	SCH	forest	14.6	0.82643007815413	9.481	7.512150879	8.4965754395	0.154	0.149569113	32.26	0.146647317501978	0.105	0.006775103	75.31	0.541818268624887	17.63	16.64	17.3	18.68	17.54	48500000	232000	364000	289000	45.5	29.0433333333333	32.0833333333333	35.5422222222222	-0.546591594454806	-0.265205647874224	46.78	73.2283464566929	8.01	42.1	66.1	2	0.12	0.2	19.5264073388602	44.44	129.5	267.833333333333	297.246666666667	282.54	0.785620822235854	0.526	0.55	90.4105361499772	105.984045153183	176.530315503109	128.163109810935	-0.755035845368289	19.5714285714286	25.41	23.8	24.38	12.75	21.585	1418.41516479285	1871.54	1644.97758239643	0.992	0.156	0.826	0.982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29140014529667	0.0989173339154343	0.00721500186250526	NA	0.260966310708612	464.098995048045	12.2367976060797	49.76	12.7633	NA	0	5.085	4.78	1.57	2.17	0.648944170645042	NA	498.285	505.133333333333	509.406666666667	490.895	6.6	7.20333333333333	7.45333333333333	9.815	500.93	7.76791666666667	0.836	0.38	0.92	1.12	0.300079808459697
SEW15	SEW15	SCH	forest	14.4	5.88056405594711	9.185	7.143033964	8.164016982	NA	0.052457242	19.42	0.225915011662592	0.013	0.000727104	55.21	0.174382620720431	19.6	15.29	17.14	19.32	17.25	55300000	484000	106000	158000	45.7266666666667	32.2333333333333	32.4633333333333	36.8077777777778	-0.549650594934824	-0.198165213029325	43.59	32.6964528617767	8.51	38.65	31.6	4	0.08	0.2	22.9916190734631	41.12	127.2	319.72	297.233333333333	308.476666666667	1.04532357892249	0.774	0.43	43.2309234990925	35.0816175421458	62.9542091233066	17.8017857767807	-1.32288385703619	14.1428571428571	10.7	8.19	10.82	14.38	11.0225	316.560469706617	425.42	370.990234853308	0.656	0.576	1.856	2.432	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.477666761903135	0.0248049726644153	0.103490939537455	NA	0.467489724080717	432.563600642433	9.61634752280621	52.21	13.250165	0.640092932431768	0	4.023	3.27	1.83	2.03	0.578594138380607	0.4292977465	497.735	509.186666666667	501.493333333333	499.585	7.055	7.90666666666667	6.92666666666667	7.75	502	7.40958333333333	0.64	0.46	0.95	1.27	0.276901004304161
